fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.6,0.25,0.73,7.4,0.04,41.0,200.0,0.9963,3.04,0.43,9.2,5.0
6.3,0.25,0.24,1.4,0.057,52.0,173.0,0.9961,3.28,0.42,9.8,5.0
6.6,0.12,0.26,1.5,0.058,42.0,140.0,0.99538,3.4,0.5,9.2,6.0
7.6,0.39,0.49,10.3,0.048,30.0,149.0,0.9937,3.04,0.51,9.7,6.0
6.9,0.19,0.37,1.6,0.051,37.0,134.0,0.99658,3.0,0.66,9.7,6.0
7.2,0.3,0.39,2.2,0.028,34.0,122.0,0.9903,3.26,0.42,10.1,6.0
6.7,0.25,0.39,1.6,0.053,61.0,134.0,0.9941,3.53,0.66,9.3,6.0
7.6,0.18,0.32,3.4,0.051,21.0,145.0,0.9965,3.21,0.35,9.4,5.0
6.8,0.39,0.24,14.2,0.048,50.0,228.0,0.99261,3.07,0.56,9.5,5.0
6.9,0.23,0.23,8.3,0.057,54.0,164.0,0.993,3.36,0.33,9.5,5.0
6.4,0.29,0.32,7.9,0.029,54.0,173.0,0.99555,3.18,0.35,11.2,7.0
5.9,0.37,0.26,13.65,0.147,64.0,138.0,0.994,3.21,0.47,12.4,6.0
7.1,0.25,0.32,2.4,0.041,31.0,115.0,0.9928,3.17,0.52,9.2,5.0
5.9,0.17,0.29,12.4,0.057,53.0,180.0,0.9949,3.26,0.48,11.5,6.0
5.7,0.19,0.32,2.9,0.047,64.0,138.0,0.99434,3.1,0.49,12.1,8.0
6.3,0.3,0.26,9.8,0.053,36.0,122.0,0.9911,3.27,0.38,9.8,6.0
6.6,0.67,0.14,13.4,0.043,35.0,228.0,0.9932,3.11,0.51,9.3,6.0
7.4,0.3,0.34,2.4,0.049,41.0,200.0,0.9932,3.25,0.47,9.5,7.0
7.6,0.19,0.26,5.4,0.051,41.0,107.0,0.99382,3.16,0.66,10.4,5.0
7.6,0.2,0.26,2.9,0.036,34.0,121.0,0.99216,3.03,0.42,9.5,5.0
6.1,0.3,0.49,1.7,0.034,29.0,86.0,0.9942,3.04,0.52,9.2,6.0
6.9,0.16,0.53,8.2,0.034,50.0,199.0,0.99784,3.38,0.35,9.1,6.0
6.3,0.28,0.29,1.4,0.047,31.0,115.0,0.99278,3.17,0.54,10.7,7.0
6.7,0.24,0.26,1.5,0.047,52.0,166.0,0.99527,3.11,0.58,9.2,5.0
6.7,0.3,0.49,6.3,0.036,49.0,159.0,0.9942,3.29,0.39,10.1,6.0
6.8,0.27,0.36,1.9,0.041,47.0,146.0,0.9949,3.13,0.4,12.0,7.0
6.0,0.23,0.45,4.4,0.058,37.0,133.0,0.9932,3.22,0.45,11.0,6.0
6.7,0.18,0.37,1.4,0.034,28.0,146.0,0.9949,3.53,0.66,9.4,7.0
6.4,0.24,0.29,14.2,0.041,49.0,192.0,0.99296,3.17,0.37,9.5,6.0
7.6,0.22,0.45,1.6,0.043,9.0,117.0,0.99296,3.18,0.35,10.2,6.0
5.2,0.14,0.29,5.2,0.028,16.0,115.0,0.9911,3.24,0.39,12.4,6.0
6.6,0.32,0.24,1.4,0.052,37.0,151.0,0.9966,3.21,0.47,9.1,7.0
5.1,0.35,0.24,1.4,0.036,47.0,140.0,0.99084,3.38,0.52,9.1,7.0
6.1,0.27,0.39,1.1,0.036,26.0,146.0,0.99188,3.29,0.42,10.0,7.0
6.1,0.24,0.26,5.1,0.033,14.0,132.0,0.9903,3.36,0.81,9.3,6.0
6.4,0.18,0.3,1.5,0.035,36.0,122.0,0.99555,3.27,0.55,10.8,7.0
7.6,0.34,0.34,12.3,0.044,48.0,224.0,0.9979,2.99,0.6,8.9,6.0
6.3,0.36,0.3,1.6,0.033,22.0,84.0,0.99334,3.13,0.81,10.7,6.0
7.6,0.32,0.26,15.6,0.054,49.0,226.0,0.9949,3.18,0.5,9.5,5.0
6.4,0.16,0.39,1.5,0.036,43.0,117.0,0.9932,3.25,0.51,10.7,5.0
7.2,0.285,0.29,10.3,0.035,35.0,169.0,0.9972,3.18,0.34,9.4,6.0
7.7,0.28,0.28,14.35,0.036,52.0,99.0,0.99288,2.99,0.43,9.3,6.0
6.9,0.27,0.33,1.4,0.053,54.0,166.0,0.9937,3.42,0.48,10.5,7.0
7.2,0.3,0.49,1.1,0.048,31.0,148.0,0.9936,3.01,0.51,9.0,7.0
7.7,0.28,0.42,7.1,0.051,53.0,180.0,0.9937,3.11,0.4,9.3,6.0
6.3,0.12,0.36,1.6,0.049,33.0,152.0,0.99555,3.5,0.47,9.7,7.0
7.6,0.27,0.14,8.3,0.06,25.0,168.0,0.9937,3.05,0.35,9.5,5.0
6.7,0.26,0.36,1.4,0.043,54.0,134.0,0.99334,3.07,0.5,11.0,6.0
6.1,0.25,0.32,14.35,0.048,41.0,200.0,0.9908,3.14,0.5,9.5,6.0
6.2,0.27,0.49,5.2,0.034,20.0,119.0,0.99784,3.19,0.4,10.8,5.0
7.4,0.3,0.26,1.5,0.038,25.0,168.0,0.9916,3.27,0.5,12.5,5.0
7.4,0.16,0.41,2.7,0.047,55.0,149.0,0.9938,3.11,0.47,9.5,7.0
6.4,0.16,0.32,1.1,0.031,48.0,224.0,0.99434,3.11,0.32,13.0,7.0
6.4,0.27,0.27,8.2,0.051,37.0,180.0,0.9937,3.14,0.51,9.3,6.0
7.6,0.26,0.49,14.35,0.054,49.0,228.0,0.99787,3.3,0.4,9.6,6.0
6.8,0.25,0.33,3.7,0.057,54.0,134.0,0.9961,3.28,0.45,9.5,5.0
6.4,0.39,0.26,10.6,0.069,48.0,224.0,0.9949,3.14,0.39,9.6,4.0
6.9,0.22,0.26,5.8,0.053,56.0,115.0,0.99699,3.11,0.6,11.2,5.0
6.8,0.28,0.24,1.5,0.053,32.0,134.0,0.9941,3.14,0.4,9.5,6.0
7.1,0.37,0.24,1.8,0.033,74.0,184.0,0.9981,2.87,0.41,11.2,6.0
7.0,0.25,0.32,7.9,0.032,54.0,214.0,0.9914,3.14,0.4,8.9,5.0
7.6,0.28,0.26,1.6,0.052,18.0,69.0,0.9942,3.1,0.4,11.5,5.0
7.6,0.17,0.3,4.7,0.036,31.0,115.0,0.99084,3.04,0.51,10.4,7.0
6.2,0.28,0.35,11.6,0.051,50.0,228.0,0.9914,3.22,0.47,9.4,6.0
6.8,0.285,0.32,1.4,0.035,25.0,168.0,0.99178,3.14,0.35,10.5,6.0
8.7,0.23,0.32,1.1,0.036,33.0,169.0,0.9941,2.96,0.56,10.0,6.0
7.4,0.18,0.29,1.4,0.036,6.0,106.0,0.99383,3.27,0.36,10.5,4.0
6.1,0.3,0.26,9.8,0.051,49.0,226.0,0.99394,3.14,0.47,9.8,5.0
8.3,0.19,0.25,11.6,0.046,67.0,210.0,0.9937,3.52,0.66,9.4,6.0
6.9,0.42,0.23,1.5,0.057,34.0,128.0,0.99527,3.23,0.42,9.8,5.0
6.9,0.19,0.37,9.5,0.056,54.0,166.0,0.99699,3.11,0.66,10.7,7.0
7.9,0.3,0.33,1.5,0.049,52.0,173.0,0.9941,3.25,0.3,9.8,5.0
7.4,0.3,0.49,1.7,0.039,17.0,143.0,0.9942,3.25,0.47,10.5,7.0
6.1,0.12,0.24,2.4,0.047,41.0,200.0,0.9963,3.34,0.47,9.5,4.0
8.7,0.35,0.7,8.4,0.045,52.0,173.0,1.0001,3.09,0.57,9.5,5.0
6.9,0.2,0.74,7.9,0.037,36.0,220.0,0.99084,3.14,0.42,9.0,5.0
7.4,0.32,0.23,14.35,0.058,16.0,99.0,0.98958,3.18,0.8,9.5,5.0
6.9,0.29,0.49,9.3,0.036,40.0,126.0,0.9908,2.99,0.39,9.0,6.0
5.9,0.29,0.29,9.5,0.044,54.0,166.0,0.99514,3.36,0.6,9.7,8.0
7.0,0.16,0.37,7.8,0.041,61.0,209.0,0.9903,3.17,0.51,11.9,6.0
7.6,0.35,0.26,10.3,0.062,66.0,272.0,0.99555,3.15,0.38,10.7,6.0
7.4,0.31,0.29,7.8,0.036,56.0,115.0,0.99109,3.17,0.39,11.2,6.0
7.7,0.39,0.49,4.7,0.052,57.0,161.0,0.9942,3.11,0.6,11.1,6.0
6.4,0.37,0.26,15.6,0.041,52.0,189.0,0.9911,3.14,0.6,9.5,6.0
6.0,0.24,0.24,1.4,0.047,22.0,61.0,0.99383,3.52,0.64,10.1,5.0
6.7,0.26,0.49,8.4,0.044,52.0,165.0,0.9932,3.14,0.6,11.5,6.0
7.6,0.25,0.36,1.5,0.032,33.0,121.0,0.9932,3.17,0.43,9.3,6.0
7.5,0.3,0.73,1.6,0.044,23.0,122.0,0.99684,3.04,0.47,10.7,5.0
5.9,0.19,0.49,9.3,0.033,54.0,166.0,0.993,3.15,0.42,10.5,5.0
5.4,0.12,0.49,8.3,0.049,20.0,142.0,0.9969,3.26,0.47,10.2,8.0
7.1,0.29,0.25,5.1,0.057,55.0,173.0,0.9981,3.16,0.54,9.3,4.0
6.6,0.25,0.3,2.7,0.034,55.0,173.0,0.9936,3.1,0.51,9.2,5.0
5.9,0.67,0.32,11.6,0.211,35.0,226.0,0.99514,3.14,0.5,9.4,6.0
5.9,0.46,0.24,1.4,0.036,17.0,111.0,0.9937,3.29,0.42,10.1,8.0
7.6,0.27,0.74,8.3,0.042,16.0,111.0,0.99184,2.99,0.4,9.2,6.0
7.6,0.32,0.37,1.5,0.044,44.0,140.0,0.9914,3.18,0.6,10.4,7.0
7.6,0.18,0.32,1.6,0.046,9.0,117.0,0.9946,3.25,0.4,9.3,5.0
7.4,0.23,0.34,2.7,0.044,56.0,138.0,0.9893,3.28,0.4,11.7,5.0
7.6,0.39,0.33,9.3,0.048,52.0,189.0,0.9949,3.29,0.4,13.0,5.0
6.4,0.32,0.26,5.2,0.038,36.0,100.0,0.99437,3.19,0.6,10.6,5.0
7.3,0.3,0.26,15.55,0.049,52.0,189.0,0.9979,3.14,0.48,9.5,5.0
7.6,0.29,0.29,4.7,0.051,33.0,151.0,0.9966,3.16,0.35,10.5,5.0
6.5,0.3,0.91,1.4,0.037,17.0,143.0,0.99164,3.04,0.5,10.7,7.0
7.0,0.23,0.21,2.9,0.035,29.0,142.0,0.9942,3.46,0.33,10.1,5.0
7.5,0.13,0.45,1.6,0.047,26.0,146.0,0.9938,3.11,0.47,10.7,6.0
7.0,0.29,0.21,5.2,0.041,30.0,149.0,0.99296,3.11,0.55,12.4,7.0
7.7,0.17,0.49,1.6,0.048,21.0,106.0,0.992,3.4,0.42,10.5,6.0
7.4,0.39,0.29,8.4,0.053,52.0,196.0,0.9976,3.09,0.35,9.7,5.0
7.7,0.29,0.49,8.2,0.036,74.0,184.0,0.9911,3.09,0.3,10.2,5.0
5.9,0.13,0.45,4.7,0.053,21.0,145.0,0.9966,3.26,0.47,10.5,8.0
5.7,0.18,0.49,1.4,0.036,12.0,65.0,0.9932,3.17,0.4,11.5,7.0
6.7,0.26,0.3,6.85,0.038,53.0,180.0,0.994,3.11,0.46,9.5,5.0
7.9,0.32,0.49,1.6,0.041,26.0,146.0,0.9937,3.01,0.52,10.5,6.0
6.0,0.32,0.26,1.5,0.036,9.0,117.0,0.99527,3.14,0.42,10.8,6.0
7.6,0.17,0.36,1.5,0.033,40.0,126.0,0.9941,3.21,0.51,11.1,5.0
7.3,0.18,0.26,1.4,0.053,64.0,138.0,0.99178,3.13,0.6,12.2,5.0
6.8,0.31,0.14,6.8,0.034,49.0,118.0,0.9946,3.13,0.39,10.4,6.0
7.6,0.22,0.26,5.4,0.053,37.0,142.0,0.99699,3.11,0.55,10.3,5.0
7.6,0.24,0.26,2.1,0.05,17.0,143.0,0.9903,3.18,0.5,10.4,5.0
5.5,0.27,0.29,8.3,0.036,16.0,111.0,0.9908,3.26,0.48,10.8,7.0
6.0,0.29,0.29,1.1,0.036,52.0,173.0,0.9965,3.14,0.41,9.5,6.0
7.6,0.22,0.26,5.2,0.053,34.0,134.0,0.9963,3.21,0.45,9.4,5.0
5.5,0.23,0.32,2.9,0.032,54.0,173.0,0.9941,3.25,0.5,13.0,7.0
5.9,0.25,0.3,1.6,0.046,64.0,138.0,0.993,3.22,0.51,12.0,7.0
6.4,0.3,0.32,1.5,0.048,44.0,140.0,1.00013,3.11,0.81,10.7,7.0
7.7,0.16,0.39,1.2,0.036,30.0,124.0,0.9929,3.06,0.42,11.2,7.0
6.9,0.35,0.26,5.0,0.051,36.0,99.0,0.99658,3.38,0.5,10.0,6.0
6.8,0.27,0.45,1.1,0.036,44.0,140.0,0.9914,3.05,0.48,11.9,5.0
6.4,0.32,0.35,6.4,0.053,9.0,117.0,0.99699,3.38,0.6,10.1,6.0
6.9,0.25,0.32,4.5,0.043,17.0,105.0,0.99382,3.18,0.75,12.4,5.0
7.6,0.3,0.49,1.6,0.032,21.0,106.0,0.992,3.11,0.49,10.4,7.0
7.6,0.3,0.49,5.4,0.048,55.0,149.0,0.9911,3.3,0.3,12.2,6.0
6.3,0.3,0.49,2.9,0.049,53.0,180.0,0.9932,3.3,0.3,9.5,5.0
6.8,0.3,0.49,2.9,0.065,52.0,183.0,0.9941,3.14,0.3,9.5,7.0
7.3,0.18,0.86,1.4,0.174,44.0,140.0,0.99288,2.92,0.5,10.7,6.0
5.9,0.28,0.26,5.8,0.028,30.0,124.0,0.9914,3.17,0.54,12.0,8.0
6.7,0.29,0.21,2.1,0.048,31.0,115.0,0.9936,3.07,0.51,11.2,5.0
7.6,0.26,0.23,12.3,0.053,67.0,196.0,0.9969,3.07,0.47,9.4,5.0
7.5,0.16,0.32,2.4,0.054,37.0,151.0,0.99787,3.4,0.5,11.5,7.0
7.5,0.32,0.24,5.7,0.036,30.0,124.0,0.9898,3.29,0.42,12.4,5.0
6.0,0.22,0.26,1.0,0.041,17.0,143.0,0.99296,3.22,0.55,10.8,6.0
5.7,0.27,0.35,5.3,0.03,31.0,145.0,0.992,3.28,0.42,11.0,8.0
7.4,0.18,0.24,1.4,0.037,21.0,106.0,0.99388,3.29,0.64,10.5,7.0
7.6,0.3,0.26,1.5,0.086,44.0,140.0,0.9932,3.14,0.6,9.3,6.0
7.0,0.3,0.49,2.9,0.036,38.0,124.0,0.9914,3.02,0.68,9.2,7.0
7.2,0.27,0.29,6.4,0.036,32.0,164.0,0.99096,3.38,0.36,9.0,5.0
5.9,0.3,0.34,1.8,0.038,23.0,131.0,0.9914,3.25,0.5,10.8,8.0
5.9,0.31,0.26,11.6,0.211,55.0,173.0,0.9941,3.38,0.55,9.2,8.0
6.8,0.19,0.19,10.1,0.054,55.0,149.0,0.9942,3.38,0.66,10.1,6.0
6.7,0.24,0.26,1.6,0.053,61.0,134.0,0.99164,3.42,0.47,9.5,7.0
7.0,0.17,0.86,1.5,0.174,37.0,191.0,0.99394,2.92,0.5,9.3,7.0
7.3,0.25,0.19,1.6,0.041,41.0,107.0,0.99382,3.14,0.66,10.5,7.0
7.1,0.17,0.26,6.9,0.062,28.0,100.0,0.99296,3.38,0.36,9.2,6.0
7.4,0.24,0.34,5.7,0.029,61.0,209.0,0.9914,3.53,0.59,11.2,5.0
6.4,0.35,0.28,7.9,0.04,41.0,107.0,0.9963,3.08,0.43,10.5,6.0
7.6,0.18,0.26,1.6,0.053,26.0,106.0,0.9916,3.14,0.6,10.4,7.0
7.2,0.26,0.25,1.1,0.048,53.0,138.0,0.99059,3.11,0.41,10.8,7.0
7.3,0.35,0.29,15.6,0.054,28.0,100.0,0.9941,3.13,0.39,9.5,5.0
5.5,0.32,0.24,1.0,0.036,23.0,116.0,0.9942,3.25,0.39,9.8,6.0
7.1,0.3,0.24,8.3,0.03,55.0,173.0,0.9887,3.36,0.3,9.3,5.0
6.1,0.25,0.24,1.8,0.048,36.0,122.0,0.9911,3.39,0.5,10.2,6.0
5.9,0.23,0.49,12.3,0.049,37.0,213.0,0.9929,3.11,0.3,10.8,8.0
7.1,0.28,0.28,1.4,0.036,38.0,124.0,0.9911,3.27,0.43,12.2,7.0
7.7,0.29,0.26,14.35,0.054,32.0,164.0,0.9966,3.04,0.4,9.3,5.0
6.9,0.27,0.29,11.8,0.048,56.0,115.0,0.9949,3.09,0.48,9.4,6.0
6.9,0.13,0.45,2.9,0.038,35.0,151.0,0.9963,3.0,0.47,10.2,7.0
6.9,0.22,0.29,5.15,0.035,29.0,142.0,0.99142,3.18,0.55,10.1,7.0
7.1,0.16,0.32,1.4,0.048,16.0,111.0,0.9937,3.1,0.5,10.4,5.0
6.7,0.17,0.26,3.7,0.043,52.0,173.0,0.9966,3.34,0.5,9.5,6.0
7.6,0.19,0.29,10.3,0.05,55.0,149.0,0.9988,3.35,0.39,9.4,5.0
7.5,0.3,0.26,11.6,0.049,61.0,134.0,0.994,3.34,0.49,9.5,5.0
7.6,0.25,0.49,8.3,0.054,48.0,224.0,0.9963,3.05,0.52,9.2,6.0
6.4,0.16,0.49,1.4,0.038,21.0,106.0,0.99296,3.35,0.75,10.7,6.0
7.9,0.35,0.29,5.15,0.035,21.0,145.0,0.99514,3.22,0.41,10.4,5.0
7.0,0.27,0.41,10.8,0.057,33.0,169.0,0.9981,3.09,0.48,10.9666666666667,7.0
6.8,0.3,0.34,14.0,0.049,74.0,184.0,0.99278,2.99,0.4,9.3,6.0
6.0,0.18,0.37,1.4,0.043,20.0,118.0,0.9934,3.21,0.5,10.8,7.0
6.0,0.285,0.29,6.85,0.035,50.0,199.0,0.9898,3.22,0.34,9.3,6.0
6.3,0.27,0.26,10.6,0.056,53.0,138.0,0.99699,3.11,0.6,9.4,6.0
6.4,0.3,0.49,1.4,0.049,50.0,228.0,0.99288,3.34,0.3,9.5,6.0
6.0,0.53,0.26,1.5,0.032,21.0,106.0,0.993,3.22,0.4,10.8,6.0
7.1,0.24,0.26,7.1,0.033,36.0,99.0,0.99394,3.39,0.81,11.1,6.0
6.9,0.32,0.86,15.6,0.174,37.0,151.0,0.9969,2.99,0.5,9.4,5.0
7.6,0.25,0.26,4.7,0.038,26.0,168.0,0.99514,3.16,0.63,10.2,4.0
6.9,0.28,0.28,1.6,0.053,56.0,115.0,0.9911,3.18,0.47,11.4,7.0
7.9,0.39,0.39,8.2,0.049,52.0,196.0,0.9988,3.18,0.48,9.3,5.0
6.4,0.18,0.26,13.5,0.043,49.0,118.0,0.9937,3.09,0.59,10.7,5.0
6.4,0.22,0.26,15.6,0.05,28.0,100.0,0.9965,3.02,0.35,9.4,5.0
6.3,0.19,0.49,15.55,0.053,30.0,142.0,0.9979,3.09,0.66,9.1,6.0
6.1,0.27,0.14,5.3,0.043,25.0,151.0,0.9942,3.12,0.47,10.8,7.0
6.4,0.17,0.34,1.6,0.033,44.0,140.0,0.9977,3.0,0.47,10.5,7.0
6.9,0.24,0.29,15.6,0.051,33.0,169.0,0.9937,3.35,0.48,10.3,5.0
6.3,0.12,0.34,9.6,0.049,49.0,226.0,0.994,3.14,0.49,9.3,6.0
5.9,0.53,0.26,12.0,0.033,67.0,210.0,0.99178,3.34,0.56,10.8,7.0
8.2,0.28,0.49,12.2,0.048,37.0,213.0,1.00013,3.03,0.42,9.5,5.0
6.1,0.24,0.26,10.3,0.036,16.0,111.0,0.99538,3.42,0.35,9.6,4.0
7.6,0.27,0.26,5.4,0.058,16.0,111.0,0.99388,3.07,0.47,10.4,5.0
7.4,0.35,0.29,15.1,0.147,37.0,151.0,0.9932,3.14,0.47,9.3,5.0
6.6,0.67,0.35,1.6,0.053,30.0,149.0,0.9937,3.04,0.51,9.3,6.0
7.6,0.26,0.29,4.7,0.048,52.0,165.0,0.9938,3.16,0.35,11.4,7.0
6.8,0.26,0.23,14.35,0.023,49.0,192.0,0.98958,3.18,0.7,9.8,6.0
7.2,0.4,0.49,1.4,0.053,31.0,148.0,0.9963,3.14,0.47,9.8,7.0
7.2,0.23,0.3,1.1,0.049,21.0,106.0,0.99296,3.04,0.68,10.3,6.0
6.4,0.32,0.26,9.5,0.05,49.0,226.0,0.99546,3.12,0.5,9.7,5.0
7.6,0.24,0.33,9.7,0.052,47.0,182.0,0.9934,3.09,0.47,9.4,5.0
7.0,0.12,0.39,1.8,0.028,17.0,105.0,0.9938,3.25,0.39,10.0,5.0
7.3,0.19,0.29,1.4,0.028,38.0,124.0,0.99334,3.38,0.66,12.2,7.0
6.4,0.22,0.26,12.3,0.051,50.0,199.0,0.99296,3.14,0.45,9.5,6.0
6.9,0.23,0.32,1.6,0.043,26.0,168.0,0.99178,3.18,0.47,9.5,6.0
7.1,0.28,0.28,15.1,0.03,16.0,99.0,0.99288,3.53,0.36,9.5,4.0
6.3,0.16,0.42,5.2,0.034,30.0,134.0,0.9936,2.99,0.51,9.2,6.0
6.3,0.26,0.21,1.8,0.047,33.0,151.0,0.9963,3.11,0.47,10.7,7.0
7.2,0.17,0.26,1.4,0.053,53.0,180.0,0.99684,3.14,0.47,9.7,5.0
7.6,0.3,0.49,1.5,0.048,21.0,105.0,0.9937,3.02,0.52,10.3,6.0
8.3,0.25,0.33,14.2,0.058,49.0,228.0,0.9939,3.53,0.48,8.8,5.0
6.1,0.285,0.29,12.3,0.035,52.0,165.0,0.9952,3.19,0.34,9.5,6.0
7.1,0.3,0.49,1.6,0.036,30.0,124.0,0.9911,3.42,0.49,9.8,6.0
7.4,0.17,0.31,4.7,0.041,37.0,133.0,0.9952,3.11,0.64,12.1,7.0
6.4,0.14,0.31,1.5,0.034,30.0,149.0,0.99178,3.52,0.35,10.5,6.0
8.0,0.19,0.49,13.65,0.047,47.0,146.0,0.99784,2.99,0.47,9.7,6.0
8.3,0.27,0.32,13.4,0.036,35.0,169.0,0.9936,3.46,0.51,9.5,5.0
7.5,0.39,0.34,5.7,0.044,34.0,128.0,0.99382,3.17,0.6,9.5,4.0
7.0,0.16,0.25,1.1,0.033,44.0,140.0,0.99168,3.42,0.47,10.7,5.0
7.6,0.105,0.34,1.3,0.03,23.0,116.0,0.99261,3.29,0.32,10.3,4.0
7.4,0.3,0.49,1.9,0.049,66.0,272.0,0.99434,3.04,0.47,9.7,5.0
6.0,0.16,0.32,14.0,0.034,49.0,226.0,0.99334,3.26,0.51,9.3,6.0
6.1,0.16,0.32,1.4,0.029,16.0,111.0,0.99382,3.38,0.4,10.4,7.0
7.2,0.14,0.3,1.1,0.033,67.0,210.0,0.99096,3.42,0.51,12.2,5.0
7.3,0.22,0.37,15.6,0.025,13.0,132.0,0.9898,3.29,0.42,12.4,4.0
7.5,0.23,0.26,1.4,0.045,16.0,104.0,0.9932,3.4,0.63,10.7,5.0
6.8,0.3,0.24,5.8,0.036,23.0,122.0,0.9911,3.31,0.39,11.1,6.0
7.6,0.13,0.35,1.5,0.049,16.0,99.0,0.994,3.06,0.49,9.3,7.0
7.6,0.31,0.45,10.4,0.057,49.0,226.0,0.9914,3.04,0.66,9.6,5.0
7.6,0.25,0.3,5.15,0.046,37.0,122.0,0.99434,3.38,0.46,9.4,5.0
7.9,0.3,0.49,13.4,0.039,35.0,169.0,0.9949,3.18,0.48,9.8,4.0
6.4,0.25,0.32,7.1,0.046,52.0,183.0,0.9969,3.17,0.52,9.1,4.0
7.7,0.17,0.28,1.4,0.048,26.0,108.0,0.99555,3.53,0.66,9.4,7.0
7.5,0.25,0.28,1.6,0.03,14.0,128.0,0.99164,3.3,0.35,10.7,7.0
7.2,0.35,0.3,1.6,0.036,38.0,124.0,0.99296,3.14,0.43,12.2,6.0
6.9,0.27,0.35,1.8,0.036,52.0,165.0,0.9911,3.1,0.48,9.8,7.0
7.0,0.38,0.32,1.6,0.041,34.0,121.0,0.9941,3.25,0.5,9.7,6.0
6.1,0.27,0.49,1.6,0.03,26.0,106.0,0.992,3.31,0.42,9.3,6.0
7.4,0.23,0.45,5.2,0.058,21.0,105.0,0.9932,3.26,0.47,9.5,6.0
7.2,0.23,0.29,1.1,0.031,26.0,168.0,0.99188,3.18,0.32,10.0,6.0
5.9,0.29,0.29,4.7,0.036,28.0,124.0,0.99164,3.38,0.35,12.2,8.0
7.6,0.19,0.29,1.4,0.036,28.0,124.0,0.9914,2.99,0.66,9.3,6.0
6.4,0.12,0.26,7.9,0.12,53.0,180.0,0.99699,3.36,0.42,9.5,6.0
8.3,0.27,0.29,10.3,0.032,30.0,124.0,0.99334,3.15,0.4,10.7,6.0
6.4,0.33,0.24,1.6,0.047,37.0,133.0,0.99532,3.5,0.47,10.7,6.0
6.4,0.16,0.44,2.1,0.043,16.0,111.0,0.9942,3.15,0.75,10.4,7.0
6.6,0.17,0.26,5.4,0.048,28.0,119.0,0.9937,3.4,0.4,9.3,5.0
6.2,0.18,0.34,1.1,0.047,31.0,148.0,0.9988,3.32,0.47,10.0,6.0
6.1,0.29,0.91,1.4,0.043,41.0,200.0,0.99059,3.07,0.5,9.3,6.0
6.7,0.27,0.34,10.8,0.028,55.0,149.0,0.9911,2.99,0.48,10.9,7.0
7.1,0.27,0.24,5.2,0.036,30.0,124.0,0.9908,3.29,0.42,12.4,5.0
6.3,0.3,0.45,1.3,0.03,23.0,122.0,0.99334,3.12,0.36,11.0,7.0
5.9,0.25,0.24,7.8,0.052,29.0,86.0,0.9972,3.53,0.47,10.7,8.0
7.2,0.3,0.37,1.3,0.03,41.0,107.0,0.9887,3.2,0.33,10.0,5.0
7.0,0.16,0.3,1.6,0.047,43.0,117.0,0.9937,3.46,0.54,12.1,7.0
6.6,0.27,0.34,3.7,0.044,36.0,120.0,0.99394,3.14,0.74,9.3,5.0
7.6,0.33,0.26,17.85,0.051,55.0,173.0,0.993,3.15,0.4,9.6,6.0
6.0,0.28,0.29,5.1,0.036,28.0,124.0,0.9942,3.14,0.39,12.4,6.0
6.6,0.25,0.32,1.6,0.047,34.0,128.0,0.99437,3.14,0.47,9.4,7.0
8.3,0.27,0.29,13.4,0.053,52.0,189.0,0.99178,3.35,0.48,9.5,5.0
6.4,0.23,0.32,1.6,0.053,35.0,151.0,0.9949,3.17,0.47,10.7,7.0
6.4,0.27,0.28,7.7,0.054,37.0,169.0,0.9916,3.18,0.48,9.4,5.0
5.4,0.27,0.29,5.15,0.03,33.0,152.0,0.99388,3.4,0.39,10.2,4.0
5.1,0.23,0.33,1.4,0.034,61.0,209.0,0.99084,3.36,0.4,9.1,6.0
6.9,0.27,0.45,1.4,0.054,11.0,145.0,0.9979,3.07,0.48,9.3,6.0
6.3,0.3,0.49,1.6,0.049,42.0,140.0,0.9936,3.2,0.49,9.5,6.0
7.3,0.39,0.41,2.9,0.051,29.0,86.0,0.9976,3.29,0.59,9.5,7.0
5.9,0.39,0.28,16.8,0.053,54.0,209.0,0.9979,3.06,0.41,9.0,8.0
6.7,0.18,0.26,10.6,0.053,61.0,125.0,0.9934,3.07,0.5,10.4,5.0
7.6,0.2,0.24,4.5,0.042,26.0,132.0,0.9963,3.15,0.42,9.4,7.0
6.7,0.27,0.33,5.4,0.054,33.0,151.0,0.9939,3.2,0.48,10.5,6.0
6.0,0.32,0.26,1.6,0.031,21.0,106.0,0.99437,3.18,0.38,10.8,6.0
6.4,0.32,0.26,2.4,0.047,61.0,125.0,0.99434,3.17,0.47,11.5,7.0
7.6,0.15,0.35,5.4,0.053,26.0,142.0,0.9932,3.11,0.47,10.4,7.0
7.4,0.39,0.45,9.7,0.053,49.0,226.0,0.9979,3.26,0.48,9.5,6.0
7.3,0.25,0.39,1.1,0.036,43.0,117.0,0.9941,3.23,0.51,10.2,7.0
7.0,0.17,0.36,1.3,0.03,26.0,106.0,0.99388,3.27,0.3,10.1,6.0
6.3,0.23,0.45,9.7,0.051,52.0,196.0,0.9937,3.18,0.48,9.4,6.0
6.3,0.13,0.74,7.8,0.044,74.0,184.0,0.9914,3.28,0.36,11.7,6.0
7.7,0.12,0.49,2.9,0.03,34.0,121.0,0.994,2.99,0.32,9.3,7.0
